Country,Region,happiness_score,GDP_per_cap,life_expect,Freedom,Generosity,continent,Year
Indonesia,Southeastern Asia,5.093,0.899,0.522,0.5379999999999999,0.484,Asia,2018
Bhutan,Southern Asia,5.082,0.7959999999999999,0.527,0.541,0.364,Asia,2018
Cameroon,Sub-Saharan Africa,4.975,0.535,0.182,0.45399999999999996,0.183,Africa,2018
Bulgaria,Central and Eastern Europe,4.933,1.054,0.7120000000000001,0.359,0.064,Europe,2018
Nepal,Southern Asia,4.88,0.425,0.539,0.526,0.302,Asia,2018
Venezuela,Latin America and Caribbean,4.806,0.996,0.657,0.133,0.055999999999999994,America,2018
Gabon,Sub-Saharan Africa,4.758,1.036,0.40399999999999997,0.35600000000000004,0.032,Africa,2018
Palestinian Territories,Middle East and Northern Africa,4.743,0.642,0.602,0.266,0.086,Africa,2018
South Africa,Sub-Saharan Africa,4.724,0.94,0.33,0.516,0.10300000000000001,Africa,2018
Iran,Middle East and Northern Africa,4.707,1.0590000000000002,0.691,0.45899999999999996,0.282,Africa,2018
Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.08,0.467,0.146,Africa,2018
Ghana,Sub-Saharan Africa,4.657,0.5920000000000001,0.337,0.499,0.212,Africa,2018
Senegal,Sub-Saharan Africa,4.631,0.429,0.433,0.406,0.138,Africa,2018
Tunisia,Middle East and Northern Africa,4.592,0.9,0.69,0.271,0.04,Africa,2018
Albania,Central and Eastern Europe,4.586,0.9159999999999999,0.79,0.419,0.149,Europe,2018
Sierra Leone,Sub-Saharan Africa,4.571000000000001,0.256,0.0,0.355,0.23800000000000002,Africa,2018
Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.34299999999999997,0.514,0.091,Africa,2018
Bangladesh,Southern Asia,4.5,0.532,0.579,0.58,0.153,Asia,2018
Sri Lanka,Southern Asia,4.471,0.9179999999999999,0.672,0.585,0.307,Asia,2018
Iraq,Middle East and Northern Africa,4.456,1.01,0.536,0.304,0.14800000000000002,Africa,2018
Mali,Sub-Saharan Africa,4.447,0.37,0.152,0.36700000000000005,0.139,Africa,2018
Cambodia,Southeastern Asia,4.433,0.5489999999999999,0.457,0.696,0.256,Asia,2018
Burkina Faso,Sub-Saharan Africa,4.4239999999999995,0.314,0.254,0.312,0.175,Africa,2018
Egypt,Middle East and Northern Africa,4.419,0.885,0.5529999999999999,0.312,0.092,Africa,2018
Kenya,Sub-Saharan Africa,4.41,0.493,0.45399999999999996,0.504,0.35200000000000004,Africa,2018
Zambia,Sub-Saharan Africa,4.377,0.562,0.295,0.503,0.221,Africa,2018
Mauritania,Sub-Saharan Africa,4.356,0.557,0.292,0.129,0.134,Africa,2018
Ethiopia,Sub-Saharan Africa,4.35,0.308,0.391,0.452,0.22,Africa,2018
Georgia,Central and Eastern Europe,4.34,0.853,0.643,0.375,0.038,Europe,2018
Armenia,Central and Eastern Europe,4.321000000000001,0.816,0.6659999999999999,0.26,0.077,Europe,2018
Myanmar,Southeastern Asia,4.308,0.682,0.429,0.58,0.598,Asia,2018
Chad,Sub-Saharan Africa,4.301,0.358,0.053,0.18899999999999997,0.18100000000000002,Africa,2018
Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,0.204,0.312,0.19699999999999998,Africa,2018
India,Southern Asia,4.19,0.721,0.485,0.539,0.172,Asia,2018
Niger,Sub-Saharan Africa,4.166,0.131,0.221,0.39,0.175,Africa,2018
Uganda,Sub-Saharan Africa,4.1610000000000005,0.322,0.237,0.45,0.259,Africa,2018
Benin,Sub-Saharan Africa,4.141,0.37799999999999995,0.24,0.44,0.163,Africa,2018
Ukraine,Central and Eastern Europe,4.103,0.7929999999999999,0.609,0.163,0.187,Europe,2018
Togo,Sub-Saharan Africa,3.9989999999999997,0.259,0.253,0.434,0.158,Africa,2018
Guinea,Sub-Saharan Africa,3.964,0.344,0.21100000000000002,0.39399999999999996,0.185,Africa,2018
Madagascar,Sub-Saharan Africa,3.7739999999999996,0.262,0.402,0.221,0.155,Africa,2018
Zimbabwe,Sub-Saharan Africa,3.6919999999999997,0.35700000000000004,0.248,0.406,0.132,Africa,2018
Afghanistan,Southern Asia,3.6319999999999997,0.332,0.255,0.085,0.191,Asia,2018
Botswana,Sub-Saharan Africa,3.59,1.0170000000000001,0.41700000000000004,0.557,0.042,Africa,2018
Malawi,Sub-Saharan Africa,3.5869999999999997,0.18600000000000003,0.306,0.531,0.21,Africa,2018
Haiti,Latin America and Caribbean,3.582,0.315,0.289,0.025,0.392,America,2018
Liberia,Sub-Saharan Africa,3.495,0.076,0.267,0.419,0.20600000000000002,Africa,2018
Syria,Middle East and Northern Africa,3.4619999999999997,0.6890000000000001,0.539,0.08800000000000001,0.376,Africa,2018
Rwanda,Sub-Saharan Africa,3.408,0.332,0.4,0.636,0.2,Africa,2018
Yemen,Middle East and Northern Africa,3.355,0.442,0.34299999999999997,0.244,0.083,Africa,2018
Tanzania,Sub-Saharan Africa,3.303,0.455,0.381,0.48100000000000004,0.27,Africa,2018
Burundi,Sub-Saharan Africa,2.905,0.091,0.145,0.065,0.149,Africa,2018
Finland,Western Europe,7.769,1.34,0.986,0.596,0.153,Europe,2019
Denmark,Western Europe,7.6,1.383,0.996,0.5920000000000001,0.252,Europe,2019
Norway,Western Europe,7.553999999999999,1.4880000000000002,1.028,0.603,0.271,Europe,2019
Iceland,Western Europe,7.494,1.38,1.026,0.591,0.354,Europe,2019
Netherlands,Western Europe,7.4879999999999995,1.396,0.9990000000000001,0.557,0.322,Europe,2019
Switzerland,Western Europe,7.48,1.452,1.052,0.5720000000000001,0.263,Europe,2019
Sweden,Western Europe,7.343,1.3869999999999998,1.0090000000000001,0.574,0.267,Europe,2019
New Zealand,Australia and New Zealand,7.307,1.3030000000000002,1.026,0.585,0.33,Oceania ,2019
Canada,North America,7.278,1.365,1.0390000000000001,0.584,0.285,America,2019
Austria,Western Europe,7.246,1.376,1.016,0.532,0.244,Europe,2019
Australia,Australia and New Zealand,7.228,1.3719999999999999,1.036,0.557,0.332,Oceania ,2019
Costa Rica,Latin America and Caribbean,7.167000000000001,1.034,0.963,0.5579999999999999,0.14400000000000002,America,2019
Israel,Middle East and Northern Africa,7.138999999999999,1.276,1.0290000000000001,0.371,0.261,Africa,2019
Luxembourg,Western Europe,7.09,1.609,1.012,0.526,0.19399999999999998,Europe,2019
United Kingdom,Western Europe,7.053999999999999,1.3330000000000002,0.996,0.45,0.348,Europe,2019
Ireland,Western Europe,7.021,1.499,0.9990000000000001,0.516,0.298,Europe,2019
Germany,Western Europe,6.985,1.3730000000000002,0.987,0.495,0.261,Europe,2019
Belgium,Western Europe,6.922999999999999,1.3559999999999999,0.986,0.473,0.16,Europe,2019
United States,North America,6.892,1.433,0.8740000000000001,0.45399999999999996,0.28,America,2019
Czech Republic,Central and Eastern Europe,6.852,1.2690000000000001,0.92,0.457,0.046,Europe,2019
United Arab Emirates,Middle East and Northern Africa,6.825,1.5030000000000001,0.825,0.598,0.262,Africa,2019
Malta,Western Europe,6.726,1.3,0.9990000000000001,0.564,0.375,Europe,2019
Mexico,Latin America and Caribbean,6.595,1.07,0.861,0.433,0.07400000000000001,America,2019
France,Western Europe,6.5920000000000005,1.324,1.045,0.436,0.111,Europe,2019
Taiwan,Eastern Asia,6.446000000000001,1.368,0.914,0.35100000000000003,0.242,Asia,2019
Chile,Latin America and Caribbean,6.444,1.159,0.92,0.35700000000000004,0.187,America,2019
Guatemala,Latin America and Caribbean,6.436,0.8,0.746,0.535,0.175,America,2019
Saudi Arabia,Middle East and Northern Africa,6.375,1.403,0.795,0.439,0.08,Africa,2019
Qatar,Middle East and Northern Africa,6.374,1.6840000000000002,0.871,0.555,0.22,Africa,2019
Spain,Western Europe,6.354,1.286,1.062,0.36200000000000004,0.153,Europe,2019
Panama,Latin America and Caribbean,6.321000000000001,1.149,0.91,0.516,0.109,America,2019
Brazil,Latin America and Caribbean,6.3,1.004,0.802,0.39,0.099,America,2019
Uruguay,Latin America and Caribbean,6.292999999999999,1.124,0.8909999999999999,0.523,0.127,America,2019
Singapore,Southeastern Asia,6.2620000000000005,1.5719999999999998,1.141,0.556,0.271,Asia,2019
El Salvador,Latin America and Caribbean,6.252999999999999,0.794,0.789,0.43,0.09300000000000001,America,2019
Italy,Western Europe,6.223,1.294,1.0390000000000001,0.231,0.158,Europe,2019
Bahrain,Middle East and Northern Africa,6.199,1.3619999999999999,0.871,0.536,0.255,Africa,2019
Slovakia,Central and Eastern Europe,6.1979999999999995,1.246,0.8809999999999999,0.33399999999999996,0.121,Europe,2019
Poland,Central and Eastern Europe,6.182,1.206,0.884,0.483,0.11699999999999999,Europe,2019
Uzbekistan,Central and Eastern Europe,6.1739999999999995,0.745,0.7559999999999999,0.631,0.322,Europe,2019
Lithuania,Central and Eastern Europe,6.149,1.238,0.818,0.29100000000000004,0.043,Europe,2019
Colombia,Latin America and Caribbean,6.125,0.985,0.841,0.47,0.099,America,2019
Slovenia,Central and Eastern Europe,6.117999999999999,1.258,0.953,0.564,0.14400000000000002,Europe,2019
Nicaragua,Latin America and Caribbean,6.105,0.6940000000000001,0.835,0.435,0.2,America,2019
Kosovo,Central and Eastern Europe,6.1,0.882,0.758,0.489,0.262,Europe,2019
Argentina,Latin America and Caribbean,6.086,1.092,0.8809999999999999,0.47100000000000003,0.066,America,2019
Romania,Central and Eastern Europe,6.07,1.162,0.825,0.462,0.083,Europe,2019
Cyprus,Western Europe,6.046,1.263,1.042,0.406,0.19,Europe,2019
Ecuador,Latin America and Caribbean,6.028,0.912,0.868,0.498,0.126,America,2019
Kuwait,Middle East and Northern Africa,6.021,1.5,0.8079999999999999,0.493,0.142,Africa,2019
Thailand,Southeastern Asia,6.007999999999999,1.05,0.828,0.557,0.359,Asia,2019
Latvia,Central and Eastern Europe,5.94,1.187,0.812,0.264,0.075,Europe,2019
South Korea,Eastern Asia,5.895,1.301,1.036,0.159,0.175,Asia,2019
Estonia,Central and Eastern Europe,5.893,1.237,0.8740000000000001,0.495,0.10300000000000001,Europe,2019
Jamaica,Latin America and Caribbean,5.89,0.831,0.831,0.49,0.107,America,2019
Mauritius,Sub-Saharan Africa,5.888,1.12,0.7979999999999999,0.498,0.215,Africa,2019
Japan,Eastern Asia,5.886,1.327,1.088,0.445,0.069,Asia,2019
Honduras,Latin America and Caribbean,5.86,0.642,0.828,0.507,0.24600000000000002,America,2019
Kazakhstan,Central and Eastern Europe,5.809,1.173,0.7290000000000001,0.41,0.146,Europe,2019
Bolivia,Latin America and Caribbean,5.779,0.7759999999999999,0.706,0.511,0.13699999999999998,America,2019
Hungary,Central and Eastern Europe,5.757999999999999,1.2009999999999998,0.828,0.19899999999999998,0.081,Europe,2019
Paraguay,Latin America and Caribbean,5.742999999999999,0.855,0.777,0.514,0.184,America,2019
Peru,Latin America and Caribbean,5.697,0.96,0.8540000000000001,0.455,0.083,America,2019
Portugal,Western Europe,5.693,1.2209999999999999,0.9990000000000001,0.508,0.047,Europe,2019
Pakistan,Southern Asia,5.653,0.677,0.535,0.313,0.22,Asia,2019
Russia,Central and Eastern Europe,5.648,1.183,0.726,0.33399999999999996,0.08199999999999999,Europe,2019
Philippines,Southeastern Asia,5.631,0.807,0.657,0.5579999999999999,0.11699999999999999,Asia,2019
Serbia,Central and Eastern Europe,5.603,1.004,0.8540000000000001,0.282,0.13699999999999998,Europe,2019
Moldova,Central and Eastern Europe,5.529,0.685,0.7390000000000001,0.245,0.18100000000000002,Europe,2019
Libya,Middle East and Northern Africa,5.525,1.044,0.6729999999999999,0.41600000000000004,0.133,Africa,2019
Montenegro,Central and Eastern Europe,5.523,1.051,0.871,0.19699999999999998,0.142,Europe,2019
Tajikistan,Central and Eastern Europe,5.4670000000000005,0.493,0.718,0.389,0.23,Europe,2019
Croatia,Central and Eastern Europe,5.432,1.155,0.914,0.29600000000000004,0.11900000000000001,Europe,2019
Hong Kong,Eastern Asia,5.43,1.4380000000000002,1.122,0.44,0.258,Asia,2019
Dominican Republic,Latin America and Caribbean,5.425,1.015,0.779,0.49700000000000005,0.113,America,2019
Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,0.845,0.212,0.263,Europe,2019
Turkey,Middle East and Northern Africa,5.372999999999999,1.183,0.8079999999999999,0.195,0.083,Africa,2019
Malaysia,Southeastern Asia,5.3389999999999995,1.2209999999999999,0.828,0.508,0.26,Asia,2019
Belarus,Central and Eastern Europe,5.3229999999999995,1.067,0.789,0.235,0.094,Europe,2019
Greece,Western Europe,5.287000000000001,1.181,0.9990000000000001,0.067,0.0,Europe,2019
Mongolia,Eastern Asia,5.285,0.948,0.667,0.317,0.235,Asia,2019
Nigeria,Sub-Saharan Africa,5.265,0.696,0.245,0.426,0.215,Africa,2019
Kyrgyzstan,Central and Eastern Europe,5.261,0.551,0.723,0.508,0.3,Europe,2019
Turkmenistan,Central and Eastern Europe,5.247000000000001,1.052,0.657,0.39399999999999996,0.244,Europe,2019
Algeria,Middle East and Northern Africa,5.211,1.002,0.785,0.086,0.073,Africa,2019
Morocco,Middle East and Northern Africa,5.207999999999999,0.8009999999999999,0.782,0.418,0.036000000000000004,Africa,2019
Azerbaijan,Central and Eastern Europe,5.207999999999999,1.043,0.769,0.35100000000000003,0.035,Europe,2019
Lebanon,Middle East and Northern Africa,5.197,0.987,0.815,0.21600000000000003,0.166,Africa,2019
Indonesia,Southeastern Asia,5.192,0.9309999999999999,0.66,0.491,0.498,Asia,2019
China,Eastern Asia,5.191,1.0290000000000001,0.893,0.521,0.057999999999999996,Asia,2019
Vietnam,Southeastern Asia,5.175,0.741,0.851,0.5429999999999999,0.147,Asia,2019
Bhutan,Southern Asia,5.082,0.813,0.604,0.457,0.37,Asia,2019
Cameroon,Sub-Saharan Africa,5.044,0.5489999999999999,0.331,0.381,0.187,Africa,2019
Bulgaria,Central and Eastern Europe,5.011,1.092,0.815,0.311,0.081,Europe,2019
Ghana,Sub-Saharan Africa,4.996,0.611,0.486,0.381,0.245,Africa,2019
Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.23199999999999998,0.35200000000000004,0.154,Africa,2019
Nepal,Southern Asia,4.913,0.446,0.677,0.439,0.285,Asia,2019
Jordan,Middle East and Northern Africa,4.906000000000001,0.8370000000000001,0.815,0.38299999999999995,0.11,Africa,2019
Benin,Sub-Saharan Africa,4.883,0.39299999999999996,0.397,0.349,0.175,Africa,2019
Congo (Brazzaville),Sub-Saharan Africa,4.812,0.6729999999999999,0.508,0.37200000000000005,0.105,Africa,2019
Gabon,Sub-Saharan Africa,4.7989999999999995,1.057,0.5710000000000001,0.295,0.043,Africa,2019
South Africa,Sub-Saharan Africa,4.7219999999999995,0.96,0.469,0.389,0.13,Africa,2019
Albania,Central and Eastern Europe,4.718999999999999,0.9470000000000001,0.8740000000000001,0.38299999999999995,0.17800000000000002,Europe,2019
Venezuela,Latin America and Caribbean,4.707,0.96,0.805,0.154,0.064,America,2019
Cambodia,Southeastern Asia,4.7,0.574,0.637,0.609,0.23199999999999998,Asia,2019
Palestinian Territories,Middle East and Northern Africa,4.696000000000001,0.657,0.672,0.225,0.10300000000000001,Africa,2019
Senegal,Sub-Saharan Africa,4.681,0.45,0.5710000000000001,0.292,0.153,Africa,2019
Niger,Sub-Saharan Africa,4.628,0.138,0.366,0.318,0.188,Africa,2019
Burkina Faso,Sub-Saharan Africa,4.587,0.331,0.38,0.255,0.177,Africa,2019
Armenia,Central and Eastern Europe,4.559,0.85,0.815,0.28300000000000003,0.095,Europe,2019
Iran,Middle East and Northern Africa,4.548,1.1,0.785,0.305,0.27,Africa,2019
Guinea,Sub-Saharan Africa,4.534,0.38,0.375,0.332,0.207,Africa,2019
Georgia,Central and Eastern Europe,4.519,0.8859999999999999,0.752,0.34600000000000003,0.043,Europe,2019
Kenya,Sub-Saharan Africa,4.5089999999999995,0.512,0.581,0.431,0.37200000000000005,Africa,2019
Mauritania,Sub-Saharan Africa,4.49,0.57,0.489,0.066,0.106,Africa,2019
Tunisia,Middle East and Northern Africa,4.461,0.9209999999999999,0.815,0.16699999999999998,0.059000000000000004,Africa,2019
Bangladesh,Southern Asia,4.456,0.562,0.723,0.527,0.166,Asia,2019
Iraq,Middle East and Northern Africa,4.437,1.043,0.574,0.24100000000000002,0.14800000000000002,Africa,2019
Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,0.35700000000000004,0.26899999999999996,0.212,Africa,2019
Mali,Sub-Saharan Africa,4.39,0.385,0.308,0.327,0.153,Africa,2019
Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.242,0.309,0.252,Africa,2019
Sri Lanka,Southern Asia,4.3660000000000005,0.9490000000000001,0.831,0.47,0.244,Asia,2019
Myanmar,Southeastern Asia,4.36,0.71,0.555,0.525,0.5660000000000001,Asia,2019
Chad,Sub-Saharan Africa,4.35,0.35,0.192,0.174,0.198,Africa,2019
Ukraine,Central and Eastern Europe,4.332,0.82,0.7390000000000001,0.17800000000000002,0.187,Europe,2019
Ethiopia,Sub-Saharan Africa,4.2860000000000005,0.336,0.532,0.344,0.209,Africa,2019
Uganda,Sub-Saharan Africa,4.189,0.332,0.44299999999999995,0.35600000000000004,0.252,Africa,2019
Egypt,Middle East and Northern Africa,4.166,0.9129999999999999,0.644,0.24100000000000002,0.076,Africa,2019
Zambia,Sub-Saharan Africa,4.107,0.578,0.426,0.431,0.247,Africa,2019
Togo,Sub-Saharan Africa,4.085,0.275,0.41,0.293,0.177,Africa,2019
India,Southern Asia,4.015,0.755,0.588,0.498,0.2,Asia,2019
Liberia,Sub-Saharan Africa,3.975,0.073,0.44299999999999995,0.37,0.233,Africa,2019
Madagascar,Sub-Saharan Africa,3.9330000000000003,0.27399999999999997,0.555,0.14800000000000002,0.16899999999999998,Africa,2019
Burundi,Sub-Saharan Africa,3.775,0.046,0.38,0.22,0.17600000000000002,Africa,2019
Zimbabwe,Sub-Saharan Africa,3.6630000000000003,0.366,0.433,0.361,0.151,Africa,2019
Haiti,Latin America and Caribbean,3.597,0.32299999999999995,0.449,0.026000000000000002,0.419,America,2019
Botswana,Sub-Saharan Africa,3.488,1.041,0.5379999999999999,0.455,0.025,Africa,2019
Syria,Middle East and Northern Africa,3.4619999999999997,0.619,0.44,0.013000000000000001,0.331,Africa,2019
Malawi,Sub-Saharan Africa,3.41,0.191,0.495,0.44299999999999995,0.218,Africa,2019
Yemen,Middle East and Northern Africa,3.38,0.287,0.46299999999999997,0.14300000000000002,0.10800000000000001,Africa,2019
Rwanda,Sub-Saharan Africa,3.3339999999999996,0.359,0.614,0.555,0.217,Africa,2019
Tanzania,Sub-Saharan Africa,3.2310000000000003,0.47600000000000003,0.499,0.41700000000000004,0.276,Africa,2019
Afghanistan,Southern Asia,3.2030000000000003,0.35,0.361,0.0,0.158,Asia,2019
